airline_sentiment,text
negative,@USAirways sorry doesn't help.  It's midnight PST.  How in the hell am I still on hold after 90 minutes on customer service line?
negative,"@united JH, thanks so much for reaching out. I was able to get assistance after waiting for 70 minutes."
neutral,@united what gate is ua5396 leaving from?
negative,"@AmericanAir @jameswester see, James, we only have 7 dedicated inbound phone lines because telephones eat into our billions in profits"
neutral,@USAirways  My tweet gets me a response to email dmsc@usairways.com
negative,@USAirways is there a number to call to modify reservation.  Please help. Very frustrating with american and us air merger
negative,"@usairways would it kill you to not let 3,000 miles expire"
negative,@USAirways on hold 2.5 hrs trying to reschedule our flight. Can anyone there please help us?
neutral,@SouthwestAir sending now via dm
negative,@united just informed you don't reimburse for issues due to weather. this is why your flights keep getting Cancelled Flightled--Thor hates you
negative,@united The agent that met us at the gate said any issues w/delays on UA1116 would have to be taken up online...
negative,"@USAirways worst service at Reagan Int. I rarely post about a company or service, but I am so annoyed. Not weather reLate Flightd…incompetence."
negative,@AmericanAir missing a full days of work thanks guys
positive,"@JetBlue Vegas, San Francisco, Baltimore, San Diego and Philadelphia so far! I'm a very frequent business traveler."
negative,@united all 4 of us are on standby in Houston tomorrow for flights to Calgary. If you could get us on one or two of those that would help
negative,@united that's cool - now what?
neutral,@united @JedediahBila KP I am not traveling - we trying to cheer up Ms. Bila.
neutral,@USAirways thanks! Any idea when it will be resolved? I'd like to purchase my ticket!
negative,@AmericanAir fight got Cancelled Flighted can u help me rebook a flight?  Call center is too busy to answer calls or even put me on hold #yuck
negative,"@SouthwestAir Your wifi stinks. I'm not mad, but i wouldn't hate it if i got my money refunded."
negative,"@usairways My flight was Cancelled Flighted Saturday. Why was my luggage not at the airport? Today, I'm supposed to have it delivered. Pathetic"
negative,@SouthwestAir this was the 3rd Cancelled Flightlation in 2 days due to weather in Nashville. 3 trips to the airport. Each time communicated Late Flight by SW
negative,@united I believe just customer service. At last post he was at Narita in Tokyo. They sent him to a motel to rest. Said standby maybe 2days
negative,@USAirways #usairways Raleigh NC; baggage carousel staff were aggressive towards people waiting 1 1/2 hrs for bags. Flight 699
negative,@united how can a plane that has been sitting in a hanger all day have numerous mechanical problems. Doesn't anyone actually do maintenance
negative,@united just delayed my flight to SLC by 2.5 hours. What gives? #snowforce
neutral,@JetBlue dang. Pandora? Does it look like it may get pushed back more or is this likely it?
negative,@united can you get me on the delayed flight to EWR out of YYZ at 15:30? No customer service to be found in airport
negative,@united now 1558 from IAH to EWR has broken entertainment system and no WiFi despite info on app: http://t.co/FY6f9rZB9k
neutral,@JetBlue 266 at LGB in Sunny So Cal http://t.co/V015PK7DSi
negative,"@AmericanAir You've misunderstood. @USAirways WOULD NOT do a same day flight change for me. The gate agent said, ""NO."""
positive,@united Thanks. It is on the same ticket.
negative,@USAirways I hope flight 1855 is not being delayed because flight attendant didn't come to work! #nobackup
positive,@united will do. Thanks for the help. Cheers
neutral,@jetblue the man sitting next 2 me at the terminal has a scent tht i cant quite put my finger on. pls dnt let him sit by me on the flight.
negative,"@USAirways right, can you use a shuttle ticket from LGA to BOS for any shuttle flight? Probably gonna miss the 4pm."
positive,@united followed and messaged. Thanks so much for the help.
negative,@VirginAmerica  I applied over 2 weeks ago. Haven't heard back and I'm flying this week #disappointed
negative,@United how is it that I book a flight with a reserved seat and then go to check in and find out I have no seat?  WTF.
negative,"@united Additionally, my husband paid for tv service &amp; it stopped working about halfway through the flight."
positive,"@SouthwestAir never mind, I moved my flight to tomorrow. Thanks for the help!"
neutral,@JetBlue When are you guys doing a dualcam with @RedReserve ?
negative,@AmericanAir on top of that my online record was unavailable as well and then couldn't get anyone on the phone.
neutral,@united just kidding with you I'll send you my stuff now. Thanks
neutral,Decisions Decisions @MandarinJourney @united:  We'd love for you to try our service. We offer status match too. http://t.co/xbQqqbRgVF ^KP”
neutral,@AmericanAir originating at SFO and going to LAX.
negative,@AmericanAir Unfortunately that is not true. A robot apologizes and hangs up. So how do I get help?
negative,@united If you follow me I will DM you my phone # which you can call.
neutral,"@USAirways There is nothing on my USAir CC at this point, but the email stated I would be charged.  Thanks for the reply."
positive,"@SouthwestAir thanks, already subscribe and have a RR Account. Had received a promo code last month but has since expired. Any new offers?"
negative,@united we're still waiting to find out your rep is working hard - most upset about having to wait to tomorrow pm to get to mammoth
positive,@USAirways thank you!!
negative,"@AmericanAir Right. But more than two hours Late Flight, and it seems due to poor communication, which sounded like it was annoying on-plane staff"
negative,"@AmericanAir seriously, there aren't any reps available to take phone calls? Even for platinum?"
negative,@SouthwestAir you need to get your act together. You new this morning at 830 our plane was malfunctioning. Yet I've been delayed 3 times ..
negative,@AmericanAir I have never seen such incompetency from a gate agent in years of business travel DFW B16 gate agent needs training or new job
positive,@SouthwestAir has some of the best airfare prices! Gotta LUV them :)
negative,"@USAirways thank you.3860 to cincy.just landed.you should add frequent flyer miles to my account..  a long, incredibly frustrating day"
neutral,@united Hi.  My relative's Flight Booking Problems number is MY8YB4.  Her name is Clarita Jaramillo Mejia.  Thank you
neutral,@SouthwestAir to start 2xdaily #B737-700 flights from #Columbus OH to #Boston @BostonLogan on 8AUG #avgeek
neutral,@SouthwestAir are you hiring for flight attendants right now
neutral,"@SouthwestAir I was under the impression when there is an 8 hour delay in your flight because of equipment failure, compensation is offered?"
neutral,"@VirginAmerica If you'd love to see more girls be inspired to become pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh"
neutral,@SouthwestAir question all.  When will I receive my yearly bonus point accumulation? I think it's around now but not sure.  Thanks! :)
neutral,@AmericanAir  @SouthwestAir  — Y'all will like this one. http://t.co/hF8aJZ4ffl
negative,@USAirways ever think about hiring more agents? Come on now. Don't you think 4 hour holds is a little ridiculous? Get a clue
negative,"@united Yeah, I tried that about 10 times for two different tickets, and it told me to ""Try again Late Flightr""."
positive,@SouthwestAir @karajusto OK we will! Thank you!!!
neutral,@united Frontier is currently offering their weather exceptions for this weekend. When is United?
neutral,@USAirways 657. My daughter Candice and I are together with her baby.
negative,@united thanks for ruined my vacation for having poorly maintained aircrafts that can’t fly safely out of STT. #UA1481 #Cancelled Flightledflight
positive,@united Thank you! Have a nice evening.
negative,"@SouthwestAir I was in Nashville and I had to drive 3 and a half hours to Memphis, but I made it as the plane was loading!"
negative,@JetBlue you're lucky we're still flying you after today's landing gear failure. Get your act together and help us sit with our kids!
negative,"@united changed my last name for my MileagePlus acct on the site in an hour. @BA_USA had me on hold for 20mins, then 5 days &amp; no change yet"
negative,@USAirways Thanks for calling me about my 10:00p redirected flight at 10:07p. #SmoothOperation
neutral,"@USAirways - I'm in the Cust Svc line.  Your Charlotte, NC agents better be in their A game."
neutral,@JetBlue formally requests @LBAirport and @LongBeachCity to establish customs facilities for international flights http://t.co/jByVMsOd29
negative,"@AmericanAir @dogbuckeye No, I was on hold for 4 1/2 hours.  3 diff agents each w/ different information, frustrating, kept getting txfd..."
negative,"@SouthwestAir A-list preferred line phone wait was 15 minutes. I hung up, not feeling A-list-ey!"
negative,@USAirways ...was Cancelled Flightled and now I need to locate my baggage
positive,@USAirways thanks for giving away my seat. Another fine job! http://t.co/r7ibqr4CYd
negative,Why doesn't @AmericanAir provide a means for dialogue?  What is the fear that drives this decision?  #worstcustomerserviceever
negative,@USAirways - been on hold for more than 2.5 hours - this after not getting through after 2 hours on hold this morning with no answer - help!
negative,@USAirways but I've been trying to call them since yesterday and I keep getting hung up on? Can you get me through to them??
negative,@USAirways or is anyone even responding to social media? AWFUL.
negative,"@SouthwestAir I recommend upgrading your IVR and using call back, email, and texting from a know caller."
negative,@southwestair y'all just Cancelled Flightled the flight i rebooked after 1st was Cancelled Flightled. help? I need to be in nyc. schedule more flights tomorrow!
negative,@united this 2 hr delay is a vacation buzzkill
negative,@SouthwestAir mins and no answer. My wife and baby need to get on that flight. She arrived 2 hrs prior. Please help. Venetia Crook
negative,@united You shouldn't page o'head that it's best to call 1-800# - on hold 26+ mins
negative,@AmericanAir no other (what should be valid) Circle Pacific itineraries can be booked either - always makes all US dest. invalid 4 last leg
neutral,@JetBlue do you know when the schedule for dec 2015 will be released?
positive,@USAirways thank you!!!
negative,@USAirways If my flight is going to be Cancelled Flightled every week I might as well be in business class.
negative,@united how about plowing the snow at a gate before the plane arrives so we don't sit for 45 minutes after an 8 hr flight.... Fail
positive,@JetBlue it's okay...I'm actually a tea kinda guy anyway. Thanks!
negative,@AmericanAir can u help rebook passenger via Twitter/DM.  Been on hold for 1.5 hours. Thanks!
neutral,.@united For those playing along at home: http://t.co/2b4bDTldX2
positive,@JetBlue thank you
positive,"@JetBlue Yesterday on my way from EWR to FLL just after take-off. :)
#wheelsup #JetBlueSoFly http://t.co/9xkiy0Kq2j"
positive,@NinaDavuluri We think it's a treat to have you onboard! Enjoy your flight. 💙
negative,@United super lame that you charge $8 for tv on an international flight to the US. It isn’t 1997!
negative,@united it's highly unprofessional for you to overbook a flight by 12 seats &amp;feel that I should rearrange my schedule for your mismanagement
negative,@united I honestly couldn't tell you. All I know is that originally we were going to have it brought in from the concourse
negative,@USAirways just an FYI I'll be writing registered letters 2 your ceo and those down the line 4 the shameful treatment and reactions we got.
negative,@SouthwestAir Supposed to take off almost 2 hours ago....#vacationfail #frozenwater? #gettingimpatient #theycouldatleastofferfreebooze
neutral,@united if I was rebooked do I have to pick up my luggage?
negative,@SouthwestAir you know I ❤️you but trying my patience - had easier cheaper ways from TPA to PDX but stuck w u. Turned my 3 hrs in MCI to 6
negative,@united how can you not put my bag on plane to Seattle. Flight 1212. Waiting  in line to talk to someone about my bag. Status should matter.
negative,"@AmericanAir here is the ticket they gave me after lying, raising their voice. With no explanation on what happened http://t.co/31cFHtK60r"
positive,Happy #TT to my friends @AmericanAir . Hope the weather isn't causing you too many headaches.
positive,@SouthwestAir Jackpot!  #legroom http://t.co/ZO2iceG4lI
negative,"@united you realize you've said this already. At least last time you asked if I needed ""help"""
negative,@USAirways thank you for correctly interpreting my last tweet as non sarcastic and delaying my flight again. YYZ Terminal 3 dance party?
neutral,@SouthwestAir I know that not everybody on flight can be 1st time flying. But in case it is people in front deplane 1st not from the back?!?
negative,@AmericanAir delta rerouted 6 of my bags onto aa977 MIA-CUR. How can I see if they made it onto the flight?
negative,@united to DM you I have to follow you and I'm not doing that. Plus they're no more options. That's why I had to fly with you. #epicfail
negative,"@united unless it's on you guys, im good."
positive,@united Gate Agent Alavera is amazing
positive,@SouthwestAir DM sent. Thanks for the help!
negative,"@united no commitment to a good turnaround, an operations mgr would have counted a dozen small issues with individual performance"
positive,@USAirways thanks for seating me next to 2 hot athletes. This flight is significantly better now!
negative,"@united Cancelled Flights your flight then sends you an email saying ""think about your next flight..."" #customer #outrage http://t.co/KkwiwI97A4"
negative,"@USAirways  ""please call Late Flightr"" is not acceptable - but neither is being on hold for 5+ hrs #onholdwith"
negative,@AmericanAir I've never had anything bad to say until now. No love for faithful customers.
negative,@SouthwestAir are you guys alive? i've been on hold for 25 minutes and counting.....
negative,"@SouthwestAir can't speak with customer service for 2hours, still on hold! Do you guys work?#nogood"
negative,"@USAirways this is ridiculous.  I have a 6:00 AM flight and two hours of rest, wasted!!!"
positive,"@JetBlue lmfao, i love it"
neutral,"@SouthwestAir my son is flying South West from NOLA-Orlando, hope to enter for him to win this contest #DestinationDragons"
positive,@AmericanAir I've just received the ticket. Thank you for your help
negative,"@AmericanAir sorry so Late Flight, responded to your DM."
neutral,@AmericanAir  and I forgot about that lounge!😂
neutral,@JetBlue where do I add my AA loyalty number to my Jetblue reservation?
negative,@united or @flysaa has lost my baggage… heard different things from different employees of @united. @flysaa has said nothing.
negative,@AmericanAir I bought a plane ticket 2 months ago and still haven't received my flight info and ticket in my email when it will come?
negative,"@united Currently on UA862, 20 minutes of the worst turbulence I've ever experienced, and ZERO communication from the flight deck."
negative,"@USAirways - had to call to find out I was re-booked tomorrow, why ask for my number an email for day of info"
neutral,@united #sfo #ClearVision #TV4U @ United Terminal SFO Airport http://t.co/Q9bYn9pCTf
neutral,"Now put your baggage fees back on ""free."" RT @JetBlue: Our fleet's on fleek. http://t.co/oxsA8btVTB"
neutral,@SouthwestAir  I will dm you now
negative,@united now this http://t.co/uygeW2Nosr
negative,"@united flight 4567 have already been Cancelled Flightled once, been trying to get home two days. Staff being very unhelpful."
negative,@united I will! On @AmericanAir @SouthwestAir @Delta or @JetBlue  all of which will be getting my business. #unfriendlyskies #unbelievable
positive,@united one lady helping the 12 of us with luggage
negative,@JetBlue I'll give u a chance but I don't think I'll fall for it #backtodelta
negative,@USAirways  to arrive the plane I'm sitting on needs to take off...wish someone would tell us what the holdup is
negative,@SouthwestAir The problem is apologies don't help. Results matter and it's proving impossible to find anyone who is interested in that.
negative,@SouthwestAir this is not a fair set up. I payed for a full seat. I should get access to a full seat. http://t.co/SbA0ARicyq
neutral,@SouthwestAir How do I enter passport information on an existing reservation before check in?
negative,@united I know where to check. My complaint is my ticket said dinner when I booked now it's changed to refreshments. Where's my refund?
negative,"@USAirways  A few years ago I lost over 50,000 miles bc I was physically unable to fly during the period.  I submitted a doctor's note."
neutral,@VirginAmerica will you be making BOS&gt;LAS non stop permanently anytime soon?
positive,@JetBlue Awesome thanks! Thanks for the quick response. You guys ROCK! :)
neutral,@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Daily Journal http://t.co/w8MTmSP2RY
negative,@JetBlue - trying to fly from BOS to JFK. Flight delayed. Traveling with kids. Book a hotel or are we getting out tonight?
negative,"Without notifying though? “@AmericanAir: @krescate We don't like Cancelled Flightling flights, Kim, but weather has not played nice with us."""
negative,@USAirways  And now your half assed plane is falling apart. Some one tell my family I love them! #DoBetter http://t.co/UA6doUA34l
negative,"@AmericanAir been waiting in line for over an hour in San Antonio, barely moved &amp; only two agents. 30 in front of me &amp; at least 40 behind."
negative,"@SouthwestAir Please get back with my about my airtran credit Q4VNMB, I call and I'm being told that I will, but I never get email/call back"
neutral,"@AmericanAir Hi, I have my name, email, and AAdvantage #, but website won't let me reset password. Can we troubleshoot together? Thanks!"
negative,"@united even after running to gate from your connecting flight, your customer service not let us in the plane that was just parked. Stranded"
neutral,"@SouthwestAir Thanks, Lindsey. Any idea when I'll get there?! Stuck in Denver and told to ""listen to the intercom better""."
negative,@USAirways i've been on hold since 11:30pm  need to reschedule my Cancelled Flightled flight for a morning departure tomorrow.  please help!!!!!!
negative,"@AmericanAir yes, and rebooked incorrectly."
negative,@USAirways tried twice today on hold for 30 min each time. i have things to do so can't live on hold dealing w/ your customer serv failures
negative,@united what's the point of asking for details about a #servicedog when you book if your flight crew doesn't read them? (Continued)
positive,@AmericanAir Thanks!
negative,"@SouthwestAir  you are over 40, please start acting your age and stop with the short-shorts!"
positive,@SouthwestAir /I really love your customer service Lou Ann in Phx rocks. Thanks SW. #be Ourguest
neutral,@united I just sent a long note with some suggestions. Thanks for getting back to me.
negative,"@AmericanAir...still waiting for a call back....attempt #9 and hour #13...can't put a hold on an online tix, we are within seven day window."
positive,@united Hmmm...seems like this could be something to be changed to be more #flyerfriendly.
negative,@JetBlue JFK NYC staff is amazing. The #lax JetBlue... Sending an email with details but it was a disappointing experience @JetBlueCheeps
negative,@JetBlue Why are you making it so freaking hard for me to say good things about you??  #jetbluefail http://t.co/v8SB0RBICx
negative,@SouthwestAir needed my flight info so I can add my rapid rewards to my flight ... First time I have flown with SW - won't do it again #mad
negative,@united an over booked flight to start with and a red eye from lax to bos with no reclining seat.... #lastflightwithyouever
positive,@JetBlue I would go anywhere JetBlue goes.
negative,"@VirginAmerica
wjere is our luggage #so slow at lax"
negative,@AmericanAir my flight 386 to Dallas from Jacksonville fl has been Cancelled Flightled. No one has notified me. What's going on?
positive,@united you're good. Thank you!
neutral,"“@USAirways: Reminder: From 2/28, we’ll be tweeting from @AmericanAir.  http://t.co/mFMNKmvOTR”RT I look 4ward to that follow back too!"
neutral,@united can I get your service desk # at IAD?
positive,@SouthwestAir that's awesome! Love flying SWA!
negative,@AmericanAir maybe you should stop tweeting and start calling. Or make it available for people to wait on-hold instead of hanging up on us.
negative,@united thank you for fully boarding flight 1689 this morning before noticing we had no pilots. #fail
negative,@SouthwestAir I'm stuck in Fort Lauderdale.
negative,@USAirways the voucher you give us for a hotel is useless you call the number they say no rooms available what do you expect me to do?
neutral,"@united ah, that would explain why crew didn't seem particularly distressed when we pointed it out. It was a little startling at first."
negative,@USAirways bad weather shouldn't mean bad service
negative,"@SouthwestAir yeah... that's not what happened. I'm really pissed. This is the kind of thing I expect from US or Austrian, not you."
neutral,@VirginAmerica can u help this 👸 @FreyaBevan_Fund needs urgent treatment in🇺🇸2y old battling cancer could u help with flights 💗#freyasfund
negative,@SouthwestAir and YOUR costumer service representative lied to me and ensured me the plane would be leaving by 330.. It's scheduled for 455
positive,@JetBlue 😭😭😭😭 yall are really better then American Airlines though.
negative,"@SouthwestAir if this flight is Cancelled Flighted or delayed any further I expect full compensation for my park ticket, hotel &amp; flight.."
negative,@AmericanAir you could train your flight attendants to have some manners and decency
negative,@united 3875 to Denver which we are supposed to be boarding right now but has yet to land
negative,@SouthwestAir You guys are just being disrespectful at this point... learned my lesson about this airline
negative,@USAirways churn rate increasing by the second
neutral,@AmericanAir no not yet. Waiting to be connected to an agent
negative,@VirginAmerica Boo for a not refunding a seat upgrade fee I did not want to buy in the first place!
positive,@SouthwestAir Just watched crew on flight 380 help elderly lady off plane...#firstclass
neutral,"@JetBlue i'm getting info from the website, but needing to check it and the alerts would be much more beneficial."
negative,@SouthwestAir I hope you're happy! You have officially become the next @AmericanAir #ProfitBeforePeople IMO you will be bankrupt by 2020
neutral,@JetBlue we are on flight 751 and were returning to the gate can you provide any information?
negative,@AmericanAir This doesn't address my issue. I am on hold for 30 min to speak with an agent.
negative,@AmericanAir im tryin to book a flight but cant get ahold of anyone!
negative,@USAirways and no offers to provide us with a hotel or anything for a flight that is over 19 hours away!
negative,@united so who does handle bag issues? And why wouldn't you put me onto them in the first place?
positive,"@SouthwestAir kudos to the crew of flight 1050 to GRR for making a very special memory for a sweet young passenger, and her Momma. Well done"
neutral,@USAirways @OBJ_3 even airlines are scheming to get a follow from OBJ LMAOOO 😂😂😂😂
positive,@USAirways thank you for refunding my bag fee.  I look forward to its return today I hope.
negative,@united was no one between the scan and inside the plane. I just asked the people in line around me where the plane was going
negative,@AmericanAir Unbelievable that I cannot even wait on hold to speak to a human being to resolve my issue!!!!!!!! The system simply hangs up!
negative,@SouthwestAir been on hold  for 2 1/2 hrs. Can't get 2 airport 4 flight icy country backroads! Help pls? Can a human answer? #BNA
negative,@united Now about two dozen back in line to see a single CSR for reFlight Booking Problems final leg. (Kiosks on fritz.)
negative,@AmericanAir Cancelled Flightled 2 of my flights for maintenance. Customer service desk is empty... Can I get a hotel at least? http://t.co/ypbkCiRBXu
negative,@JetBlue well our plane just landed at the international terminal... so they announced the 10 pm new time.
negative,"@AmericanAir My reservation is on hold, not me.  Wish I was on hold but that's not possible with the phone issues at #americanair"
negative,@united - not only 2 hour delay - double booked seat nit parked at wrong gate - incompetence at its finest - been waiting  for over 1 hr
negative,"@VirginAmerica our flight into lga was Cancelled Flighted. We're stuck in Dallas. I called to reschedule, told I could get a flight for today...(1/2)"
negative,@united is so cheap they couldn't afford to run the AC on #UA1510. They took pressure cooker to a new level. #Cheap #WorstAirline
negative,@USAirways #SOS WHERE IS MY BAG ?
neutral,@AmericanAir if you could let me know where I'm staying tonight (if you've booked anything) that would be great. Do I have to go to the
negative,@SouthwestAir I would like to ask that his bags be picked up at PIT &amp; taken to his hotel by the airport. Will someone contact me
negative,@united boarding a #plane would be much faster if you boarded back to front instead of front to back #MakesSense #efficiency #travel #flying
neutral,@AmericanAir Did the policy change? I've seen people with hamsters and rabbits before.
negative,@united I hope you have a solution or insurance to cover this issue
negative,"@AmericanAir I fail to see how telling a caller that a bag may take ""18 hours"" to get from JFK to Brooklyn is ""the best we can"""
negative,@USAirways 2 and a half hours on hold... Hope it feels good to be a steaming pile of shit.  @AmericanAir paid far too much for you.
negative,"@JetBlue then this agent demanded I remove my old luggage tag, every other airport the JB agent politely handles it"
negative,@United. What's going on with UA 236?  outbound flight last thurs was delayed 4hrs How long will this delay be? #worst2unitedflightsever
negative,@JetBlue anything serious I should worry about?
positive,@SouthwestAir Got it covered. Thanks!
neutral,@SouthwestAir can I use points to book a rental car?
positive,@united traveling with @MegZezzo who is injured. Gate agent in Chicago was awesome helping her. TY #roadwarrior
neutral,"@SouthwestAir left behind iPad Air on flight 505 from Bradley to BWI, plane had already left by the time I realized. Can you possibly help?"
neutral,@SouthwestAir @TifffyHuang I met my twitter friend waiting outside the Troubadour #DestinationDragons http://t.co/lf69waf5ad
negative,@JetBlue third JetBlue flight in less than a week. All Late Flight not for weather.  Reliability going downhill.
positive,@SouthwestAir Thank you!
positive,@VirginAmerica I &lt;3 pretty graphics. so much better than minimal iconography. :D
negative,@united on 4124 arriving two hours Late Flight into CLT. Now sitting on the tarmac while they move a plane from the gate. Unhappy customer.
positive,"@USAirways Got it, thanks!"
negative,"@united Thank you for wasting my time &amp; money. Not only will I now arrive 5 hours Late Flight to my destination, but..."
negative,@USAirways charging $200 2 change a flight is a rip off the reason I have 2 is out of my hands &amp; I want 2 reschedule same flight but in July
negative,@USAirways you guys straight up suck ass
negative,"@USAirways so she has to take a Late Flightr flight booked by her corporate (Disney) travel dept, as your agent offered little help"
negative,@AmericanAir We tried with multiple people. I already sat on the phone for an hour and a half and got nowhere.
positive,@JetBlue thanks. Line moved quick. Already done.
negative,@USAirways they say connections are good still...but another reFlight Booking Problems is the last thing I need today
neutral,@SouthwestAir I dunno my travel information.. like what?
negative,@SouthwestAir is there any estimate on when the holding for you online will end? I'm at an hour and forty minutes now. I need to rebook!!!
negative,@JetBlue great job getting flight 28 in 10 minutes early. Too bad we're at 50 minutes and counting waiting for our bags.
negative,@JetBlue how can your entire system go down? No IT? Really?
positive,@AmericanAir thanks for keeping us safe
negative,@united Maybe be hiring your own ground staff at LAX when multiple gate agents tell you your baggage is loaded you expect it to be. HOPELESS
positive,@united Thank You
negative,"@USAirways will do.  maybe the pre-purchase meal email is because the flight is 9 min short of 3 hours, so I guess there are none offered"
negative,@USAirways @AmericanAir  nvm my bad it's been an hour and a half #thanks
negative,@USAirways has the worst customer service line.  I've called them 8 times today and not once was I able to talk to a real human being.
positive,@united Thank you!
negative,@united hoping there is a spare a/c for 1171 tomorrow!  Have a ship to board!  The sched aircraft is delayed from previous flts.
negative,@united WORST SERVICE EVER. Denied access to our flight and then moved flight 6 times. How hard is it to schedule a gate? @Delta next time.
negative,@AmericanAir was told at 7pm my bags would 1000% be at my house by 9pm. Well they're not and I continue to be lied to.
negative,"@JetBlue Yoga it is. TV service seems to be down though :-(
I look forward to that do much!"
positive,@JetBlue I can't wait to hear back from you regarding the internship opportunity! 😊
negative,@AmericanAir not to mention its a three hour wait to get an agent on the phone.
negative,@USAirways it would be nice to just pull up to the gate. Still sitting here
neutral,@SouthwestAir yes can do
negative,"@USAirways Raleigh to Chicago and no #firstclass upgrade. Must be flying AA 'the screw USAir Elite, after we bailed them out' Airline"
negative,"@united I am VERY disappointed with @SilverAirways as your partner. No communication, 2 extremely Late Flight flights. Really, all around horrible."
negative,@united. Thanks United for the no running water and Late Flight flight from Grand Rapids to Denver
neutral,@usairways Does anyone know the hold times for USAirways reservations?
neutral,@united Yes. To Boston. I was going to Providence.
negative,@united also didn't ice the frozen metal walkway. Wasted 40 minutes because no one knew how to do simple jobs.
negative,"@SouthwestAir how is tkt in the A grp for a cxld flight gets stuck at the back of the Cs when your site, phone and agents took 1h to rebook"
negative,@united #worst2unitedflightsever UA1429 IAD to LAS 2/19 mechanical problems - switched aircraft delayed 3.5 hours!
negative,"Keep Waiting, time does not cost anything for @JetBlue hundreds people how payed thousand dollars with no feedback http://t.co/Ji2pg4gom9"
positive,@united thnx
negative,"@united assistance with what, the attitude of your staff no matter which airport we are at?"
negative,@SouthwestAir here is my conf #F8NEQM. My flight was delayed for 3 hours while my friend waited for me on her bday. Please follow up.
negative,@USAirways FUK U US AIRWAYS WITH YO SHITTY CHICKEN SALAD SANDWICH THAT SO OVERPRICED AND U FUKING MAKE ME WAIT IN A 6 HR LAYOVER FUK U AND
positive,@AmericanAir Flight for tomorrow was Cancelled Flightled. New one booked. Seats taken care of. Just a tweet to commend you all on the service. Thanks!
positive,@USAirways I made it- thx.
negative,@AmericanAir The pilot told us they would release bags as well as offer hotel vouchers. Neither happened.
negative,@SouthwestAir Is there an email address I can send some thoughts to? This experience was really not good &amp; I have some feedback.
negative,@SouthwestAir hooking us up and getting us to Tampa after our flight was Cancelled Flightled this morning #grateful #businesstrip
negative,"@SouthwestAir your ""complimentary"" hotel vouchers are BS! $79 a night for the crappiest hotel ever! I wouldn't wish this on my worst enemy!"
negative,"@AmericanAir once again flying AA4285, once again 60+ min delay because of mechanical issues. Perhaps you should consider maintenance?"
neutral,@AmericanAir I just DMed you
negative,@united In the process of recovering their car rental - condo rental $ in Florida. They called #United for an alternate flight #NOANSWER
negative,@SouthwestAir IND website says contact airline for flight 899 tomorrow to ATL. On hold for over an hour. Can you give me any more info?
negative,@USAirways Trying to change my flight due to NYC travel advisory... your online system Cancelled Flighted my entire flight. Been on hold for over 1 hr
negative,@united bags arrived - I sure miss the customer focused days when I used to fly @ContinentalAir1 Here's hoping @united wakes up
positive,@USAirways thanks.  If you have another method also that would be nice.  Appears to be a design flaw
negative,@JetBlue you quite possibly ruined my entire first day in South Florida bc of your disorganization. #GetItTogether
positive,@united You delayed a connection for customer service today now I'll be able to pay my final respects to a dear family member. Thank you :)
negative,@AmericanAir yeah that's not helping. Having my bag shipped to the correct city the first time probably would have helped.
negative,@united  always a fucken nightmare with your airline. #fail #lazy #alwaysLate Flight #worstairlineever
negative,"@SouthwestAir MY BAGS ARE. 1st woman said it would be there on the next flight... not there, so now Ive got nothing. Big wigs help me out"
neutral,"@SouthwestAir @tbuccheriFRNC3E. It takes 13.5 hours to fly from Chicago to Beijing on United, and 12 to fly from Vegas to Omaha on SW..."
negative,@SouthwestAir can you help me with reFlight Booking Problems? My flight was Cancelled Flighted. FWHEI6
negative,@united on line baggage system complete rubbish. bag missing 2 days. No meaningful information.
neutral,@united what happened to flight status map? It was so cool..
negative,@united no they aren't - I just called to check. #WORSTCUSTOMERSERVICE
neutral,@SouthwestAir are you guys gonna be giving away any tickets for @Imaginedragons at @VinylVegas? #DestinationDragons
negative,@united I think DM would be better
positive,"@JetBlue Worked now, ty"
positive,@VirginAmerica Thanks for the lovely soft views! #travel #SAN to #SFO http://t.co/CnctL7G1ef
neutral,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews first but Lady Gaga wow'd me last night. Carrie? Meh.
negative,“@JetBlue: Our fleet's on fleek. http://t.co/7iM9rHIvyR” Plz stop
negative,@USAirways platinum flyer bought tkt in AA. Also both accounts are linked. So WHY can't I check in for flight tomorrow?
negative,"@AmericanAir continues to win: I've never missed a flight before, but a nice little quiet gate change made it possible. Sheesh."
neutral,@united exactly
neutral,@SouthwestAir @love_dragonss LAUREN IM SCREAKJMF
negative,"@AmericanAir Okay, I think 1565 has waited long enough for a gate at DFW..."
negative,@united Apart from being on hold for over 2 hours and having talked to 5 people and the problem still not resolved!
negative,@united What if my NYC flight is delayed and I miss my connection to Sacramento from Chicago?
negative,"@AmericanAir @sa_craig no gate agent, and only 3 PA updates for 3 hours, hinted at abandonment. horrible experience for all passengers."
neutral,@USAirways I got an email asking me to checkin TMRW for a flight I meant to book for 3/19 - can someone please help! @WallStSlumLord @PKG49
negative,@SouthwestAir step 1: be less shot. Step 2: acknowledge customers other places than Twitter. Step 3: don't suck so much
negative,@AmericanAir served me rubber pasta covered In sauce that tastes like plastic. Do you have any food for human consumption anymore ?
